sortNumber;code;officialTitle;mediumTitle;shortTitle;note
2029;SK0411519049;Bartošovce;Bartošovce;Bartošovce;519049
2030;SK0411519057;Becherov;Becherov;Becherov;519057
2031;SK0411519065;Belovea;Belovea;Belovea;519065
2032;SK0411519073;Bogliarka;Bogliarka;Bogliarka;519073
2033;SK0411519081;Brezov;Brezov;Brezov;519081
2034;SK0411519090;Brezovka;Brezovka;Brezovka;519090
2035;SK0411519103;Buclovany;Buclovany;Buclovany;519103
2036;SK0411519111;Cige¾ka;Cige¾ka;Cige¾ka;519111
2037;SK0411519138;Dubinné;Dubinné;Dubinné;519138
2038;SK0411519154;Frièka;Frièka;Frièka;519154
2039;SK0411519162;Frièkovce;Frièkovce;Frièkovce;519162
2040;SK0411519171;Gaboltov;Gaboltov;Gaboltov;519171
2041;SK0411519189;Gerlachov;Gerlachov;Gerlachov;519189
2042;SK0411519201;Hankovce;Hankovce;Hankovce;519201
2043;SK0411519219;Harhaj;Harhaj;Harhaj;519219
2044;SK0411519227;Halín;Halín;Halín;519227
2045;SK0411519235;Hertník;Hertník;Hertník;519235
2046;SK0411519243;Hervartov;Hervartov;Hervartov;519243
2047;SK0411519251;Hrabovec;Hrabovec;Hrabovec;519251
2048;SK0411519260;Hrabské;Hrabské;Hrabské;519260
2049;SK0411519278;Hutka;Hutka;Hutka;519278
2050;SK0411519286;Chme¾ová;Chme¾ová;Chme¾ová;519286
2051;SK0411519294;Janovce;Janovce;Janovce;519294
2052;SK0411519308;Jedlinka;Jedlinka;Jedlinka;519308
2053;SK0411519324;K¾ušov;K¾ušov;K¾ušov;519324
2054;SK0411519341;Kobyly;Kobyly;Kobyly;519341
2055;SK0411519359;Kochanovce;Kochanovce;Kochanovce;519359
2056;SK0411519367;Komárov;Komárov;Komárov;519367
2057;SK0411519375;Koprivnica;Koprivnica;Koprivnica;519375
2058;SK0411519383;Koany;Koany;Koany;519383
2059;SK0411519405;Krivé;Krivé;Krivé;519405
2060;SK0411519413;Kríe;Kríe;Kríe;519413
2061;SK0411519421;Krulov;Krulov;Krulov;519421
2062;SK0411519430;Kuèín;Kuèín;Kuèín;519430
2063;SK0411519456;Kurima;Kurima;Kurima;519456
2064;SK0411519464;Kurov;Kurov;Kurov;519464
2065;SK0411519472;Lascov;Lascov;Lascov;519472
2066;SK0411519481;Lenartov;Lenartov;Lenartov;519481
2067;SK0411519499;Lipová;Lipová;Lipová;519499
2068;SK0411519502;Livov;Livov;Livov;519502
2069;SK0411519511;Livovská Huta;Livovská Huta;Livovská Huta;519511
2070;SK0411519529;Lopúchov;Lopúchov;Lopúchov;519529
2071;SK0411519545;Lukavica;Lukavica;Lukavica;519545
2072;SK0411519553;Lukov;Lukov;Lukov;519553
2073;SK0411519570;Malcov;Malcov;Malcov;519570
2074;SK0411519588;Marhaò;Marhaò;Marhaò;519588
2075;SK0411519600;Mikulášová;Mikulášová;Mikulášová;519600
2076;SK0411519618;Mokroluh;Mokroluh;Mokroluh;519618
2077;SK0411519626;Nemcovce;Nemcovce;Nemcovce;519626
2078;SK0411519634;Niná Polianka;Niná Polianka;Niná Polianka;519634
2079;SK0411519642;Niná Vo¾a;Niná Vo¾a;Niná Vo¾a;519642
2080;SK0411519669;Ninı Tvaroec;Ninı Tvaroec;Ninı Tvaroec;519669
2081;SK0411519677;O¾šavce;O¾šavce;O¾šavce;519677
2082;SK0411519685;Ondavka;Ondavka;Ondavka;519685
2083;SK0411519693;Ortuová;Ortuová;Ortuová;519693
2084;SK0411519707;Osikov;Osikov;Osikov;519707
2085;SK0411519715;Petrová;Petrová;Petrová;519715
2086;SK0411519723;Poliakovce;Poliakovce;Poliakovce;519723
2087;SK0411519731;Porúbka;Porúbka;Porúbka;519731
2088;SK0411519740;Regetovka;Regetovka;Regetovka;519740
2089;SK0411519758;Rešov;Rešov;Rešov;519758
2090;SK0411519766;Richvald;Richvald;Richvald;519766
2091;SK0411519774;Rokytov;Rokytov;Rokytov;519774
2092;SK0411519782;Smilno;Smilno;Smilno;519782
2093;SK0411519791;Snakov;Snakov;Snakov;519791
2094;SK0411519804;Stebnícka Huta;Stebnícka Huta;Stebnícka Huta;519804
2095;SK0411519812;Stebník;Stebník;Stebník;519812
2096;SK0411519821;Stu¾any;Stu¾any;Stu¾any;519821
2097;SK0411519839;Sverov;Sverov;Sverov;519839
2098;SK0411519847;Šarišské Èierne;Šarišské Èierne;Šarišské Èierne;519847
2099;SK0411519855;Šašová;Šašová;Šašová;519855
2100;SK0411519863;Šiba;Šiba;Šiba;519863
2101;SK0411519871;Tarnov;Tarnov;Tarnov;519871
2102;SK0411519880;Troèany;Troèany;Troèany;519880
2103;SK0411519901;Varadka;Varadka;Varadka;519901
2104;SK0411519910;Vyšná Polianka;Vyšná Polianka;Vyšná Polianka;519910
2105;SK0411519928;Vyšná Vo¾a;Vyšná Vo¾a;Vyšná Vo¾a;519928
2106;SK0411519936;Raslavice;Raslavice;Raslavice;519936
2107;SK0411519944;Vyšnı Kruèov;Vyšnı Kruèov;Vyšnı Kruèov;519944
2108;SK0411519952;Vyšnı Tvaroec;Vyšnı Tvaroec;Vyšnı Tvaroec;519952
2109;SK0411519961;Zborov;Zborov;Zborov;519961
2110;SK0411519979;Zlaté;Zlaté;Zlaté;519979
2111;SK0412518638;Valaškovce (vojenskı obvod);Valaškovce;Valaškovce (voj.obvod);518638
2112;SK0412520004;Humenné;Humenné;Humenné;520004
2113;SK0412520012;Adidovce;Adidovce;Adidovce;520012
2114;SK0412520021;Baškovce;Baškovce;Baškovce;520021
2115;SK0412520055;Brekov;Brekov;Brekov;520055
2116;SK0412520063;Brestov;Brestov;Brestov;520063
2117;SK0412520110;Èernina;Èernina;Èernina;520110
2118;SK0412520152;Dedaèov;Dedaèov;Dedaèov;520152
2119;SK0412520195;Hankovce;Hankovce;Hankovce;520195
2120;SK0412520225;Hrabovec nad Laborcom;Hrabovec nad Laborcom;Hrabovec nad Laborcom;520225
2121;SK0412520233;Hrubov;Hrubov;Hrubov;520233
2122;SK0412520241;Hudcovce;Hudcovce;Hudcovce;520241
2123;SK0412520250;Rokytov pri Humennom;Rokytov pri Humennom;Rokytov pri Humennom;520250
2124;SK0412520268;Chlmec;Chlmec;Chlmec;520268
2125;SK0412520276;Jabloò;Jabloò;Jabloò;520276
2126;SK0412520292;Jankovce;Jankovce;Jankovce;520292
2127;SK0412520331;Kamenica nad Cirochou;Kamenica nad Cirochou;Kamenica nad Cirochou;520331
2128;SK0412520349;Kamienka;Kamienka;Kamienka;520349
2129;SK0412520357;Karná;Karná;Karná;520357
2130;SK0412520373;Kochanovce;Kochanovce;Kochanovce;520373
2131;SK0412520403;Koškovce;Koškovce;Koškovce;520403
2132;SK0412520446;Lieskovec;Lieskovec;Lieskovec;520446
2133;SK0412520454;¼ubiša;¼ubiša;¼ubiša;520454
2134;SK0412520462;Lukaèovce;Lukaèovce;Lukaèovce;520462
2135;SK0412520497;Modra nad Cirochou;Modra nad Cirochou;Modra nad Cirochou;520497
2136;SK0412520501;Myslina;Myslina;Myslina;520501
2137;SK0412520527;Nechválova Polianka;Nechválova Polianka;Nechválova Polianka;520527
2138;SK0412520535;Niná Jablonka;Niná Jablonka;Niná Jablonka;520535
2139;SK0412520543;Niné Ladièkovce;Niné Ladièkovce;Niné Ladièkovce;520543
2140;SK0412520560;Ohradzany;Ohradzany;Ohradzany;520560
2141;SK0412520624;Papín;Papín;Papín;520624
2142;SK0412520667;Porúbka;Porúbka;Porúbka;520667
2143;SK0412520683;Ptièie;Ptièie;Ptièie;520683
2144;SK0412520721;Rovné;Rovné;Rovné;520721
2145;SK0412520772;Slovenská Volová;Slovenská Volová;Slovenská Volová;520772
2146;SK0412520781;Slovenské Krivé;Slovenské Krivé;Slovenské Krivé;520781
2147;SK0412520896;Topo¾ovka;Topo¾ovka;Topo¾ovka;520896
2148;SK0412520900;Turcovce;Turcovce;Turcovce;520900
2149;SK0412520926;Udavské;Udavské;Udavské;520926
2150;SK0412520977;Ve¾opolie;Ve¾opolie;Ve¾opolie;520977
2151;SK0412520985;Víazovce;Víazovce;Víazovce;520985
2152;SK0412521019;Vyšná Jablonka;Vyšná Jablonka;Vyšná Jablonka;521019
2153;SK0412521027;Vyšné Ladièkovce;Vyšné Ladièkovce;Vyšné Ladièkovce;521027
2154;SK0412521035;Vyšnı Hrušov;Vyšnı Hrušov;Vyšnı Hrušov;521035
2155;SK0412521043;Závadka;Závadka;Závadka;521043
2156;SK0412521086;Zbudské Dlhé;Zbudské Dlhé;Zbudské Dlhé;521086
2157;SK0412521116;Zubné;Zubné;Zubné;521116
2158;SK0412528803;Košarovce;Košarovce;Košarovce;528803
2159;SK0412528897;Niná Sitnica;Niná Sitnica;Niná Sitnica;528897
2160;SK0412528951;Pakostov;Pakostov;Pakostov;528951
2161;SK0412529010;Pritu¾any;Pritu¾any;Pritu¾any;529010
2162;SK0412529061;Rohoník;Rohoník;Rohoník;529061
2163;SK0412529087;Ruská Kajòa;Ruská Kajòa;Ruská Kajòa;529087
2164;SK0412529095;Ruská Poruba;Ruská Poruba;Ruská Poruba;529095
2165;SK0412529249;Vyšná Sitnica;Vyšná Sitnica;Vyšná Sitnica;529249
2166;SK0412529273;Závada;Závada;Závada;529273
2167;SK0412559547;Jasenov;Jasenov;Jasenov;559547
2168;SK0412559598;Haín nad Cirochou;Haín nad Cirochou;Haín nad Cirochou;559598
2169;SK0412559636;Sopkovce;Sopkovce;Sopkovce;559636
2170;SK0412559644;Gruzovce;Gruzovce;Gruzovce;559644
2171;SK0412559652;Maškovce;Maškovce;Maškovce;559652
2172;SK0412582140;Lackovce;Lackovce;Lackovce;582140
2173;SK0413523399;Abrahámovce;Abrahámovce;Abrahámovce;523399
2174;SK0413523411;Bušovce;Bušovce;Bušovce;523411
2175;SK0413523429;Èervenı Kláštor;Èervenı Kláštor;Èervenı Kláštor;523429
2176;SK0413523461;Havka;Havka;Havka;523461
2177;SK0413523470;Holumnica;Holumnica;Holumnica;523470
2178;SK0413523500;Hradisko;Hradisko;Hradisko;523500
2179;SK0413523526;Huncovce;Huncovce;Huncovce;523526
2180;SK0413523534;Ih¾any;Ih¾any;Ih¾any;523534
2181;SK0413523551;Javorina (vojenskı obvod);Javorina;Javorina (voj.obvod);523551
2182;SK0413523569;Jezersko;Jezersko;Jezersko;523569
2183;SK0413523577;Jurské;Jurské;Jurské;523577
2184;SK0413523585;Kemarok;Kemarok;Kemarok;523585
2185;SK0413523607;Kríová Ves;Kríová Ves;Kríová Ves;523607
2186;SK0413523615;Lechnica;Lechnica;Lechnica;523615
2187;SK0413523623;Lendak;Lendak;Lendak;523623
2188;SK0413523674;Majere;Majere;Majere;523674
2189;SK0413523682;¼ubica;¼ubica;¼ubica;523682
2190;SK0413523712;Matiašovce;Matiašovce;Matiašovce;523712
2191;SK0413523739;Mlynèeky;Mlynèeky;Mlynèeky;523739
2192;SK0413523771;Osturòa;Osturòa;Osturòa;523771
2193;SK0413523780;Podhorany;Podhorany;Podhorany;523780
2194;SK0413523798;Rakúsy;Rakúsy;Rakúsy;523798
2195;SK0413523801;Re¾ov;Re¾ov;Re¾ov;523801
2196;SK0413523810;Slovenská Ves;Slovenská Ves;Slovenská Ves;523810
2197;SK0413523828;Spišská Belá;Spišská Belá;Spišská Belá;523828
2198;SK0413523836;Spišská Stará Ves;Spišská Stará Ves;Spišská Stará Ves;523836
2199;SK0413523861;Spišské Hanušovce;Spišské Hanušovce;Spišské Hanušovce;523861
2200;SK0413523887;Stará Lesná;Stará Lesná;Stará Lesná;523887
2201;SK0413523909;Stráne pod Tatrami;Stráne pod Tatrami;Stráne pod Tatrami;523909
2202;SK0413523976;Toporec;Toporec;Toporec;523976
2203;SK0413523984;Tvaroná;Tvaroná;Tvaroná;523984
2204;SK0413523992;Ve¾ká Franková;Ve¾ká Franková;Ve¾ká Franková;523992
2205;SK0413524000;Ve¾ká Lomnica;Ve¾ká Lomnica;Ve¾ká Lomnica;524000
2206;SK0413524042;Vlková;Vlková;Vlková;524042
2207;SK0413524051;Vlkovce;Vlkovce;Vlkovce;524051
2208;SK0413524069;Vojòany;Vojòany;Vojòany;524069
2209;SK0413524077;Vrbov;Vrbov;Vrbov;524077
2210;SK0413524085;Vıborná;Vıborná;Vıborná;524085
2211;SK0413524115;Zálesie;Zálesie;Zálesie;524115
2212;SK0413524123;akovce;akovce;akovce;524123
2213;SK0413559938;Malá Franková;Malá Franková;Malá Franková;559938
2214;SK0413581241;Malı Slavkov;Malı Slavkov;Malı Slavkov;581241
2215;SK0414526371;Baldovce;Baldovce;Baldovce;526371
2216;SK0414526380;Beharovce;Beharovce;Beharovce;526380
2217;SK0414526401;Bijacovce;Bijacovce;Bijacovce;526401
2218;SK0414526410;Brutovce;Brutovce;Brutovce;526410
2219;SK0414526428;Buglovce;Buglovce;Buglovce;526428
2220;SK0414526452;Dlhé Stráe;Dlhé Stráe;Dlhé Stráe;526452
2221;SK0414526461;Do¾any;Do¾any;Do¾any;526461
2222;SK0414526479;Domaòovce;Domaòovce;Domaòovce;526479
2223;SK0414526487;Dravce;Dravce;Dravce;526487
2224;SK0414526495;Dúbrava;Dúbrava;Dúbrava;526495
2225;SK0414526517;Granè-Petrovce;Granè-Petrovce;Granè-Petrovce;526517
2226;SK0414526525;Harakovce;Harakovce;Harakovce;526525
2227;SK0414526606;Vyšné Repaše;Vyšné Repaše;Vyšné Repaše;526606
2228;SK0414526614;Vyšnı Slavkov;Vyšnı Slavkov;Vyšnı Slavkov;526614
2229;SK0414543179;Jablonov;Jablonov;Jablonov;543179
2230;SK0414543225;Klèov;Klèov;Klèov;543225
2231;SK0414543276;Kurimany;Kurimany;Kurimany;543276
2232;SK0414543292;Levoèa;Levoèa;Levoèa;543292
2233;SK0414543314;Lúèka;Lúèka;Lúèka;543314
2234;SK0414543381;Nemešany;Nemešany;Nemešany;543381
2235;SK0414543390;Niné Repaše;Niné Repaše;Niné Repaše;543390
2236;SK0414543420;O¾šavica;O¾šavica;O¾šavica;543420
2237;SK0414543446;Ordzovany;Ordzovany;Ordzovany;543446
2238;SK0414543454;Pav¾any;Pav¾any;Pav¾any;543454
2239;SK0414543462;Po¾anovce;Po¾anovce;Po¾anovce;543462
2240;SK0414543471;Pongrácovce;Pongrácovce;Pongrácovce;543471
2241;SK0414543578;Spišské Podhradie;Spišské Podhradie;Spišské Podhradie;543578
2242;SK0414543608;Spišskı Hrhov;Spišskı Hrhov;Spišskı Hrhov;543608
2243;SK0414543624;Spišskı Štvrtok;Spišskı Štvrtok;Spišskı Štvrtok;543624
2244;SK0414543641;Studenec;Studenec;Studenec;543641
2245;SK0414543675;Torysky;Torysky;Torysky;543675
2246;SK0414543691;Uloa;Uloa;Uloa;543691
2247;SK0414581640;Korytné;Korytné;Korytné;581640
2248;SK0415520071;Brestov nad Laborcom;Brestov nad Laborcom;Brestov nad Laborcom;520071
2249;SK0415520098;Èabalovce;Èabalovce;Èabalovce;520098
2250;SK0415520101;Èabiny;Èabiny;Èabiny;520101
2251;SK0415520128;Èertiné;Èertiné;Èertiné;520128
2252;SK0415520187;Habura;Habura;Habura;520187
2253;SK0415520314;Kalinov;Kalinov;Kalinov;520314
2254;SK0415520411;Krásny Brod;Krásny Brod;Krásny Brod;520411
2255;SK0415520471;Medzilaborce;Medzilaborce;Medzilaborce;520471
2256;SK0415520519;Òagov;Òagov;Òagov;520519
2257;SK0415520578;O¾ka;O¾ka;O¾ka;520578
2258;SK0415520586;O¾šinkov;O¾šinkov;O¾šinkov;520586
2259;SK0415520616;Palota;Palota;Palota;520616
2260;SK0415520691;Radvaò nad Laborcom;Radvaò nad Laborcom;Radvaò nad Laborcom;520691
2261;SK0415520705;Repejov;Repejov;Repejov;520705
2262;SK0415520713;Roškovce;Roškovce;Roškovce;520713
2263;SK0415520853;Sukov;Sukov;Sukov;520853
2264;SK0415520861;Svetlice;Svetlice;Svetlice;520861
2265;SK0415520951;Valentovce;Valentovce;Valentovce;520951
2266;SK0415520993;Volica;Volica;Volica;520993
2267;SK0415521001;Vırava;Vırava;Vırava;521001
2268;SK0415521060;Zbojné;Zbojné;Zbojné;521060
2269;SK0415521078;Zbudská Belá;Zbudská Belá;Zbudská Belá;521078
2270;SK0415559610;Rokytovce;Rokytovce;Rokytovce;559610
2271;SK0416523381;Poprad;Poprad;Poprad;523381
2272;SK0416523402;Batizovce;Batizovce;Batizovce;523402
2273;SK0416523437;Gánovce;Gánovce;Gánovce;523437
2274;SK0416523445;Gerlachov;Gerlachov;Gerlachov;523445
2275;SK0416523488;Hôrka;Hôrka;Hôrka;523488
2276;SK0416523496;Hozelec;Hozelec;Hozelec;523496
2277;SK0416523518;Hranovnica;Hranovnica;Hranovnica;523518
2278;SK0416523542;Jánovce;Jánovce;Jánovce;523542
2279;SK0416523593;Kravany;Kravany;Kravany;523593
2280;SK0416523631;Liptovská Teplièka;Liptovská Teplièka;Liptovská Teplièka;523631
2281;SK0416523658;Luèivná;Luèivná;Luèivná;523658
2282;SK0416523721;Mengusovce;Mengusovce;Mengusovce;523721
2283;SK0416523747;Mlynica;Mlynica;Mlynica;523747
2284;SK0416523763;Nová Lesná;Nová Lesná;Nová Lesná;523763
2285;SK0416523844;Spišská Teplica;Spišská Teplica;Spišská Teplica;523844
2286;SK0416523852;Spišské Bystré;Spišské Bystré;Spišské Bystré;523852
2287;SK0416523879;Spišskı Štiavnik;Spišskı Štiavnik;Spišskı Štiavnik;523879
2288;SK0416523925;Svit;Svit;Svit;523925
2289;SK0416523933;Štrba;Štrba;Štrba;523933
2290;SK0416523950;Švábovce;Švábovce;Švábovce;523950
2291;SK0416524018;Ve¾kı Slavkov;Ve¾kı Slavkov;Ve¾kı Slavkov;524018
2292;SK0416524026;Vernár;Vernár;Vernár;524026
2293;SK0416524034;Vikartovce;Vikartovce;Vikartovce;524034
2294;SK0416524093;Vydrník;Vydrník;Vydrník;524093
2295;SK0416524107;Šuòava;Šuòava;Šuòava;524107
2296;SK0416524131;diar;diar;diar;524131
2297;SK0416559890;Štôla;Štôla;Štôla;559890
2298;SK0416560103;Vysoké Tatry;Vysoké Tatry;Vysoké Tatry;560103
2299;SK0416580368;Tatranská Javorina;Tatranská Javorina;Tatranská Javorina;580368
2300;SK0417518522;Haniska;Haniska;Haniska;518522
2301;SK0417518590;¼ubotice;¼ubotice;¼ubotice;518590
2302;SK0417524140;Prešov;Prešov;Prešov;524140
2303;SK0417524158;Abranovce;Abranovce;Abranovce;524158
2304;SK0417524174;Bajerov;Bajerov;Bajerov;524174
2305;SK0417524191;Bertotovce;Bertotovce;Bertotovce;524191
2306;SK0417524212;Brestov;Brestov;Brestov;524212
2307;SK0417524221;Bretejovce;Bretejovce;Bretejovce;524221
2308;SK0417524255;Breany;Breany;Breany;524255
2309;SK0417524263;Bzenov;Bzenov;Bzenov;524263
2310;SK0417524271;Èelovce;Èelovce;Èelovce;524271
2311;SK0417524301;Èervenica;Èervenica;Èervenica;524301
2312;SK0417524336;Demjata;Demjata;Demjata;524336
2313;SK0417524352;Drienov;Drienov;Drienov;524352
2314;SK0417524361;Drienovská Nová Ves;Drienovská Nová Ves;Drienovská Nová Ves;524361
2315;SK0417524387;Dulova Ves;Dulova Ves;Dulova Ves;524387
2316;SK0417524395;Fintice;Fintice;Fintice;524395
2317;SK0417524409;Frièovce;Frièovce;Frièovce;524409
2318;SK0417524417;Fulianka;Fulianka;Fulianka;524417
2319;SK0417524425;Geraltov;Geraltov;Geraltov;524425
2320;SK0417524433;Gregorovce;Gregorovce;Gregorovce;524433
2321;SK0417524450;Hendrichovce;Hendrichovce;Hendrichovce;524450
2322;SK0417524468;Hermanovce;Hermanovce;Hermanovce;524468
2323;SK0417524476;Hrabkov;Hrabkov;Hrabkov;524476
2324;SK0417524506;Chme¾ov;Chme¾ov;Chme¾ov;524506
2325;SK0417524514;Chme¾ovec;Chme¾ovec;Chme¾ovec;524514
2326;SK0417524522;Chminianska Nová Ves;Chminianska Nová Ves;Chminianska Nová Ves;524522
2327;SK0417524531;Chminianske Jakubovany;Chminianske Jakubovany;Chminianske Jakubovany;524531
2328;SK0417524549;Chmiòany;Chmiòany;Chmiòany;524549
2329;SK0417524581;Janov;Janov;Janov;524581
2330;SK0417524590;Janovík;Janovík;Janovík;524590
2331;SK0417524620;Kapušany;Kapušany;Kapušany;524620
2332;SK0417524638;Kendice;Kendice;Kendice;524638
2333;SK0417524646;Klenov;Klenov;Klenov;524646
2334;SK0417524654;Kojatice;Kojatice;Kojatice;524654
2335;SK0417524662;Kokošovce;Kokošovce;Kokošovce;524662
2336;SK0417524697;Kríovany;Kríovany;Kríovany;524697
2337;SK0417524701;Kvaèany;Kvaèany;Kvaèany;524701
2338;SK0417524727;Lada;Lada;Lada;524727
2339;SK0417524735;Laany;Laany;Laany;524735
2340;SK0417524743;Lemešany;Lemešany;Lemešany;524743
2341;SK0417524751;Lesíèek;Lesíèek;Lesíèek;524751
2342;SK0417524760;Lièartovce;Lièartovce;Lièartovce;524760
2343;SK0417524786;Lipovce;Lipovce;Lipovce;524786
2344;SK0417524794;¼ubovec;¼ubovec;¼ubovec;524794
2345;SK0417524808;Lúèina;Lúèina;Lúèina;524808
2346;SK0417524832;Malı Slivník;Malı Slivník;Malı Slivník;524832
2347;SK0417524841;Malı Šariš;Malı Šariš;Malı Šariš;524841
2348;SK0417524867;Miklušovce;Miklušovce;Miklušovce;524867
2349;SK0417524883;Mirkovce;Mirkovce;Mirkovce;524883
2350;SK0417524905;Mošurov;Mošurov;Mošurov;524905
2351;SK0417524913;Nemcovce;Nemcovce;Nemcovce;524913
2352;SK0417524930;Okruná;Okruná;Okruná;524930
2353;SK0417524964;Ondrašovce;Ondrašovce;Ondrašovce;524964
2354;SK0417524999;Ovèie;Ovèie;Ovèie;524999
2355;SK0417525014;Petrovany;Petrovany;Petrovany;525014
2356;SK0417525022;Podhorany;Podhorany;Podhorany;525022
2357;SK0417525031;Podhradík;Podhradík;Podhradík;525031
2358;SK0417525057;Proè;Proè;Proè;525057
2359;SK0417525065;Pušovce;Pušovce;Pušovce;525065
2360;SK0417525073;Radatice;Radatice;Radatice;525073
2361;SK0417525111;Rokycany;Rokycany;Rokycany;525111
2362;SK0417525138;Ruská Nová Ves;Ruská Nová Ves;Ruská Nová Ves;525138
2363;SK0417525154;Sedlice;Sedlice;Sedlice;525154
2364;SK0417525162;Seniakovce;Seniakovce;Seniakovce;525162
2365;SK0417525171;Svinia;Svinia;Svinia;525171
2366;SK0417525189;Šarišská Poruba;Šarišská Poruba;Šarišská Poruba;525189
2367;SK0417525197;Šarišská Trstená;Šarišská Trstená;Šarišská Trstená;525197
2368;SK0417525201;Šarišské Bohdanovce;Šarišské Bohdanovce;Šarišské Bohdanovce;525201
2369;SK0417525251;Šindliar;Šindliar;Šindliar;525251
2370;SK0417525260;Široké;Široké;Široké;525260
2371;SK0417525278;Štefanovce;Štefanovce;Štefanovce;525278
2372;SK0417525286;Teriakovce;Teriakovce;Teriakovce;525286
2373;SK0417525294;Teròa;Teròa;Teròa;525294
2374;SK0417525324;Trnkov;Trnkov;Trnkov;525324
2375;SK0417525332;Tuhrina;Tuhrina;Tuhrina;525332
2376;SK0417525341;Tulèík;Tulèík;Tulèík;525341
2377;SK0417525383;Varhaòovce;Varhaòovce;Varhaòovce;525383
2378;SK0417525391;Ve¾kı Slivník;Ve¾kı Slivník;Ve¾kı Slivník;525391
2379;SK0417525405;Ve¾kı Šariš;Ve¾kı Šariš;Ve¾kı Šariš;525405
2380;SK0417525413;Víaz;Víaz;Víaz;525413
2381;SK0417525430;Vyšná Šebastová;Vyšná Šebastová;Vyšná Šebastová;525430
2382;SK0417525448;Záborské;Záborské;Záborské;525448
2383;SK0417525456;Záhradné;Záhradné;Záhradné;525456
2384;SK0417525472;Zlatá Baòa;Zlatá Baòa;Zlatá Baòa;525472
2385;SK0417525499;ehòa;ehòa;ehòa;525499
2386;SK0417525502;ipov;ipov;ipov;525502
2387;SK0417525511;upèany;upèany;upèany;525511
2388;SK0417556823;Medzany;Medzany;Medzany;556823
2389;SK0417559971;Lipníky;Lipníky;Lipníky;559971
2390;SK0417559989;Suchá Dolina;Suchá Dolina;Suchá Dolina;559989
2391;SK0418524182;Bajerovce;Bajerovce;Bajerovce;524182
2392;SK0418524204;Bodovce;Bodovce;Bodovce;524204
2393;SK0418524239;Brezovica;Brezovica;Brezovica;524239
2394;SK0418524247;Brezovièka;Brezovièka;Brezovièka;524247
2395;SK0418524280;Èervená Voda;Èervená Voda;Èervená Voda;524280
2396;SK0418524298;Èervenica pri Sabinove;Èervenica pri Sabinove;Èervenica pri Sabinove;524298
2397;SK0418524310;Ïaèov;Ïaèov;Ïaèov;524310
2398;SK0418524328;Daletice;Daletice;Daletice;524328
2399;SK0418524344;Drienica;Drienica;Drienica;524344
2400;SK0418524379;Dubovica;Dubovica;Dubovica;524379
2401;SK0418524441;Hanigovce;Hanigovce;Hanigovce;524441
2402;SK0418524492;Hubošovce;Hubošovce;Hubošovce;524492
2403;SK0418524557;Jakovany;Jakovany;Jakovany;524557
2404;SK0418524565;Jakubova Vo¾a;Jakubova Vo¾a;Jakubova Vo¾a;524565
2405;SK0418524573;Jakubovany;Jakubovany;Jakubovany;524573
2406;SK0418524603;Jarovnice;Jarovnice;Jarovnice;524603
2407;SK0418524611;Kamenica;Kamenica;Kamenica;524611
2408;SK0418524671;Krásna Lúka;Krásna Lúka;Krásna Lúka;524671
2409;SK0418524689;Krivany;Krivany;Krivany;524689
2410;SK0418524778;Lipany;Lipany;Lipany;524778
2411;SK0418524816;Lúèka;Lúèka;Lúèka;524816
2412;SK0418524824;¼utina;¼utina;¼utina;524824
2413;SK0418524875;Milpoš;Milpoš;Milpoš;524875
2414;SK0418524921;Ninı Slavkov;Ninı Slavkov;Ninı Slavkov;524921
2415;SK0418524948;Olejníkov;Olejníkov;Olejníkov;524948
2416;SK0418524956;O¾šov;O¾šov;O¾šov;524956
2417;SK0418524981;Ostrovany;Ostrovany;Ostrovany;524981
2418;SK0418525006;Peèovská Nová Ves;Peèovská Nová Ves;Peèovská Nová Ves;525006
2419;SK0418525049;Poloma;Poloma;Poloma;525049
2420;SK0418525081;Ratvaj;Ratvaj;Ratvaj;525081
2421;SK0418525090;Raòany;Raòany;Raòany;525090
2422;SK0418525103;Renèišov;Renèišov;Renèišov;525103
2423;SK0418525120;Rokovany;Rokovany;Rokovany;525120
2424;SK0418525146;Sabinov;Sabinov;Sabinov;525146
2425;SK0418525219;Šarišské Dravce;Šarišské Dravce;Šarišské Dravce;525219
2426;SK0418525235;Šarišské Micha¾any;Šarišské Micha¾any;Šarišské Micha¾any;525235
2427;SK0418525243;Šarišské Sokolovce;Šarišské Sokolovce;Šarišské Sokolovce;525243
2428;SK0418525308;Tichı Potok;Tichı Potok;Tichı Potok;525308
2429;SK0418525316;Torysa;Torysa;Torysa;525316
2430;SK0418525359;Uzovce;Uzovce;Uzovce;525359
2431;SK0418525367;Uzovské Pek¾any;Uzovské Pek¾any;Uzovské Pek¾any;525367
2432;SK0418525375;Uzovskı Šalgov;Uzovskı Šalgov;Uzovskı Šalgov;525375
2433;SK0418525421;Vysoká;Vysoká;Vysoká;525421
2434;SK0419520039;Belá nad Cirochou;Belá nad Cirochou;Belá nad Cirochou;520039
2435;SK0419520080;Brezovec;Brezovec;Brezovec;520080
2436;SK0419520136;Èukalovce;Èukalovce;Èukalovce;520136
2437;SK0419520161;Dlhé nad Cirochou;Dlhé nad Cirochou;Dlhé nad Cirochou;520161
2438;SK0419520179;Dúbrava;Dúbrava;Dúbrava;520179
2439;SK0419520209;Hostovice;Hostovice;Hostovice;520209
